,title,budget,popularity,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1131,licence to kill,32000000,28.221190000000004,156167015,133.0,5.9,541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1132,red riding hood,42000000,45.151657,89162162,100.0,5.6,922,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1133,15 minutes,60000000,15.205371,56359980,120.0,5.7,191,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1134,super mario bros,48000000,14.587367,20915465,104.0,4.0,232,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1135,lord of war,42000000,34.828241,24127895,122.0,7.0,1335,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1136,hero,31000000,23.607392,177394432,99.0,7.2,635,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1137,one for the money,40000000,19.438503,36893721,91.0,5.3,388,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,the interview,44000000,74.16801600000001,12342632,112.0,6.1,2304,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,the warriors way,42000000,7.349497,11087569,100.0,6.3,136,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1140,micmacs,33000000,7.663514999999999,14000000,100.0,6.8,148,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,8 mile,41000000,32.798571,215000000,110.0,6.8,1626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,why i did not eat my father,0,5.794466000000001,0,100.0,5.3,125,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,a knights tale,65000000,36.670398999999996,117487473,132.0,6.6,907,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1144,the medallion,41000000,14.653718,0,88.0,5.3,281,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1145,the sixth sense,40000000,73.085576,672806292,107.0,7.7,3147,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1146,man on a ledge,42000000,34.041407,46221189,102.0,6.2,925,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1147,the big year,41000000,9.419725999999999,7448385,100.0,5.6,248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,the karate kid,8000000,28.456571999999998,90815558,126.0,6.9,891,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,american hustle,40000000,49.664128000000005,251171807,138.0,6.8,2807,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,the proposal,40000000,36.238968,317375031,108.0,6.7,1804,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1151,double jeopardy,70000000,19.439386,177841558,105.0,6.2,278,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1152,back to the future part ii,40000000,43.345252,332000000,108.0,7.4,3829,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1153,lucy,40000000,115.241998,126546825,89.0,6.3,5878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1154,fifty shades of grey,40000000,98.755657,571006128,125.0,5.2,3254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1155,spy kids 3d game over,38000000,21.998734,197011982,84.0,4.7,511,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1156,a time to kill,40000000,25.219804999999997,152266007,149.0,7.0,509,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1157,cheaper by the dozen,40000000,26.516624,190212113,98.0,6.0,699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,lone survivor,40000000,37.084384,149295601,121.0,7.4,1526,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1159,a league of their own,40000000,21.661027999999998,107458785,128.0,6.7,354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,the conjuring 2,40000000,68.794673,320170008,134.0,7.0,1949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1161,the social network,40000000,69.27821999999999,224920315,120.0,7.1,3391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,hes just not that into you,40000000,26.253357,177259441,129.0,6.2,959,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1163,scary movie 4,45000000,32.549282,178262620,83.0,5.3,750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,scream 3,40000000,24.992057,161834276,116.0,5.7,736,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1165,back to the future part iii,40000000,45.769562,244527583,118.0,7.1,2900,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1166,get hard,40000000,36.301202,111811453,100.0,5.9,944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,dracula,40000000,45.022964,215862692,128.0,7.1,1056,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1168,julie  julia,40000000,22.853006,129540499,123.0,6.6,560,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1169,42,40000000,31.884559000000003,95020213,128.0,6.8,787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,the talented mr ripley,40000000,31.385257,128798265,139.0,7.0,767,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1171,dumb and dumber to,40000000,67.767785,169837010,110.0,5.4,1127,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1172,eight below,40000000,24.287306,120455994,120.0,6.7,542,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1173,the intern,35000000,53.114573,194564672,121.0,7.1,1881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,ride along 2,40000000,25.136082000000002,124827316,102.0,6.1,555,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,the last of the mohicans,40000000,37.776565999999995,75505856,112.0,7.1,732,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1176,ray,40000000,21.743320999999998,124731534,152.0,7.2,467,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1177,sin city,40000000,66.003433,158733820,124.0,7.2,2691,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1178,vantage point,40000000,24.862767,151161491,90.0,6.2,716,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1179,i love you man,41000000,25.391899,91636986,105.0,6.5,515,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,shallow hal,40000000,29.854772999999998,141069860,114.0,5.7,731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1181,jfk,40000000,26.82041,205405498,189.0,7.5,502,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1182,big mommas house 2,40000000,17.612920000000003,138259062,99.0,5.4,371,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,the mexican,57000000,21.021809,147845033,123.0,5.8,441,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1184,17 again,20000000,52.571674,136267476,102.0,6.1,1350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,the other woman,40000000,34.519636,196781193,109.0,6.2,1437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1186,the final destination,40000000,32.478077,186167139,82.0,5.4,831,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1187,bridge of spies,40000000,48.445978000000004,165478348,141.0,7.2,2583,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1188,behind enemy lines,40000000,24.012985999999998,91753202,106.0,6.0,457,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1189,get him to the greek,40000000,17.869443,90029656,109.0,5.9,612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,shall we dance,50000000,14.231898999999999,170128460,107.0,5.9,297,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1191,small soldiers,40000000,23.088570999999998,54682547,110.0,6.2,511,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1192,spawn,40000000,19.833664000000002,87840042,96.0,5.0,336,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1193,the count of monte cristo,35000000,26.595983,75395048,131.0,7.3,453,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1194,the lincoln lawyer,40000000,26.072228,85412898,119.0,7.0,902,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1195,unknown,30000000,38.643914,130786397,113.0,6.5,1265,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1196,the prestige,40000000,74.440708,109676311,130.0,8.0,4391,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1197,horrible bosses 2,42000000,82.185281,107670357,108.0,6.1,1536,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,escape from planet earth,40000000,18.14218,74597643,89.0,5.7,332,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1199,apocalypto,40000000,41.570046999999995,120175290,139.0,7.3,1221,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1200,the living daylights,40000000,23.331459,191185897,130.0,6.2,440,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1201,predators,40000000,47.649553999999995,126248813,107.0,6.0,1206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1202,legal eagles,0,7.519433,0,116.0,5.8,51,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1203,secret window,40000000,32.908414,92913171,96.0,6.4,972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1204,the lake house,40000000,29.887359999999997,114830111,99.0,6.5,670,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1205,the skeleton key,43000000,29.105407,91974818,104.0,6.4,573,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1206,the odd life of timothy green,0,16.394451999999998,51854875,105.0,6.5,386,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1207,made of honor,40000000,19.574773999999998,84601681,101.0,6.0,394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1208,jersey boys,40000000,14.199932999999998,67347013,134.0,6.8,255,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1209,the rainmaker,40000000,12.229516,45916769,135.0,6.7,235,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1210,gothika,40000000,27.303608,141591324,98.0,5.8,629,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1211,amistad,36000000,3.6982760000000003,74000000,155.0,6.8,316,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1212,medicine man,40000000,7.021871000000001,0,106.0,5.8,114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,aliens vs predator requiem,40000000,39.381913,41797066,94.0,4.9,740,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1214,ri¢hie ri¢h,40000000,14.398356,0,95.0,5.4,415,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1215,autumn in new york,65000000,8.680334,0,103.0,5.7,135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1216,music and lyrics,40000000,17.659032,145896422,96.0,6.2,554,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1217,paul,40000000,43.151268,97552050,104.0,6.5,1789,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1218,the guilt trip,40000000,15.283444,41863726,95.0,5.4,284,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,scream 4,40000000,35.21926,97138686,111.0,6.1,902,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1220,8mm,40000000,25.580272,96618699,123.0,6.1,474,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1221,the doors,38000000,10.794175,34416893,140.0,6.7,275,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1222,sex tape,40000000,72.641296,126069509,97.0,5.3,1695,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,hanging up,40000000,3.4155339999999996,36037909,94.0,5.0,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,final destination 5,47000000,38.555482,157887643,92.0,5.9,866,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1225,mickey blue eyes,0,6.786117,0,102.0,5.3,140,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1226,pay it forward,40000000,24.313684,55707411,122.0,7.0,432,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1227,fever pitch,30000000,9.965073,50451307,103.0,5.9,182,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1228,drillbit taylor,40000000,15.055732,0,102.0,5.5,275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,a million ways to die in the west,0,32.808675,0,116.0,5.8,1468,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1230,the shadow,25000000,8.178203,48063435,108.0,5.4,138,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1231,extremely loud  incredibly close,40000000,31.066874,55247881,129.0,6.9,708,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,morning glory,40000000,22.491388,58785180,102.0,6.1,412,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1233,get rich or die tryin,40000000,12.885985,46442528,117.0,6.3,186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,the art of war,40000000,7.832337,30199105,117.0,5.6,135,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,rent,40000000,10.433667,31670620,135.0,6.7,155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1236,bless the child,40000000,3.3219489999999996,0,107.0,4.9,71,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1237,the outoftowners,75000000,4.842626,29000000,90.0,5.0,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,the island of dr moreau,40000000,13.210898,49627779,96.0,4.6,147,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1239,the musketeer,40000000,3.296933,27053815,104.0,5.2,56,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,the other boleyn girl,35000000,22.939557,0,115.0,6.4,477,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,sweet november,40000000,19.372805,65754228,119.0,6.4,278,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1242,the reaping,40000000,13.445697000000001,62771059,99.0,5.4,205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1243,mean streets,500000,17.002095999999998,3000000,110.0,7.2,345,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,renaissance man,40000000,4.516953,24332324,128.0,5.9,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1245,colombiana,40000000,33.785969,60965854,108.0,6.5,824,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1246,quest for camelot,40000000,16.059442999999998,38172500,86.0,6.9,190,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1247,city by the sea,40000000,3.4769660000000004,22433915,108.0,5.7,92,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1248,at first sight,0,5.7787239999999995,0,128.0,5.9,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1249,torque,40000000,7.360792999999999,46546197,84.0,4.7,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,city hall,0,3.621837,0,111.0,6.0,67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1251,showgirls,45000000,14.513304999999999,20350754,128.0,4.9,256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,marie antoinette,40000000,22.364549,60474340,123.0,6.5,642,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1253,kiss of death,40000000,6.908939999999999,0,101.0,5.7,81,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1254,get carter,63600000,4.494788,19412993,102.0,4.8,145,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1255,the impossible,42000000,47.559928,180274123,113.0,7.0,2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1256,ishtar,55000000,2.410546,14375181,107.0,4.2,28,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,fantastic mr fox,40000000,41.258956,46471023,87.0,7.5,1176,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1258,life or something like it,40000000,8.980846000000001,16872671,103.0,5.7,124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1259,memoirs of an invisible man,40000000,7.222985,14358033,99.0,5.7,125,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1260,amélie,10000000,73.720244,173921954,122.0,7.8,3310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1261,new york minute,0,10.0403,0,91.0,5.5,185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,alfie,60000000,15.219263,13395939,103.0,5.6,248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,big miracle,40000000,8.303696,24719215,107.0,6.6,152,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1264,the deep end of the ocean,38000000,4.746085,28121100,106.0,5.9,54,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1265,feardotcom,40000000,6.756886,18902015,101.0,3.2,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1266,cirque du freak the vampires assistant,40000000,16.424807,28169671,109.0,5.5,348,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1267,duplex,40000000,15.590001,19322135,89.0,5.9,482,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1268,soul men,0,5.483671,0,103.0,6.3,47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1269,raise the titanic,0,1.630541,0,115.0,5.2,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1270,universal soldier the return,45000000,14.566664000000001,10667893,82.0,4.2,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1271,pandorum,33000000,28.353517,20645327,108.0,6.5,774,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
1272,impostor,40000000,9.579975,0,102.0,6.1,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1273,extreme ops,40000000,2.911819,10959475,93.0,5.0,28,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1274,just visiting,0,10.844882,0,88.0,4.8,171,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1275,sunshine,50000000,51.502884,32017803,107.0,7.0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1276,a thousand words,40000000,13.119132999999998,22044277,91.0,6.0,373,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,delgo,40000000,4.238482,0,94.0,5.4,15,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
1278,the gunman,40000000,26.935458,13644292,115.0,5.5,392,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,stormbreaker,40000000,16.282962,23937870,93.0,5.1,213,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1280,disturbia,20000000,31.690456,117760134,105.0,6.6,1006,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
1281,hackers,20000000,17.842246,7563728,107.0,6.2,398,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1282,the hunting party,0,8.048305000000001,0,101.0,6.6,96,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1283,the hudsucker proxy,30000000,14.188982000000001,0,111.0,7.1,275,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,the warlords,40000000,6.884467,0,126.0,6.3,83,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1285,nomad the warrior,25000000,8.212017999999999,0,112.0,4.3,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1286,snowpiercer,39200000,64.238688,86758912,126.0,6.7,2854,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1287,a monster in paris,25000000,17.375562,0,90.0,6.5,313,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1288,the last shot,0,6.7698,0,90.0,5.9,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,the crow,15000000,44.690107,94000000,102.0,7.3,953,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1290,baahubali the beginning,40000000,16.254032000000002,100000000,159.0,7.5,135,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1291,the time travelers wife,39000000,37.492928000000006,101229792,107.0,6.7,798,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1292,because i said so,0,18.678415,69485490,102.0,5.8,191,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,frankenweenie,39000000,27.908783000000003,35287788,87.0,6.6,932,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1294,serenity,39000000,45.388937,38869464,119.0,7.4,1264,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1295,against the ropes,39000000,2.817364,6614280,106.0,4.5,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1296,superman iii,39000000,22.164202,75850624,125.0,5.3,490,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1297,grudge match,40000000,21.362949,44907260,113.0,6.0,433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,red cliff,80341000,14.8375,127814609,150.0,7.1,205,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,sweet home alabama,30000000,18.256028,180622424,108.0,6.0,394,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1300,the ugly truth,38000000,22.332926999999998,205298907,96.0,6.4,972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1301,sgt bilko,0,5.417787000000001,0,90.0,5.5,94,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1302,spy kids 2 the island of lost dreams,38000000,24.085144,119723358,100.0,5.3,521,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1303,star trek generations,38000000,14.779041000000001,120000000,118.0,6.4,452,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1304,the grandmaster,3860000,19.947264999999998,64076736,130.0,6.3,273,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1305,water for elephants,38000000,16.801218,114156230,120.0,6.7,850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1306,dragon nest warriors dawn,40000000,5.057695,0,88.0,6.8,19,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1307,the hurricane,50000000,20.825781,73956241,146.0,7.2,396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,enough,38000000,11.500783,51801187,114.0,6.2,264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1309,heartbreakers,35000000,13.932203,0,123.0,5.7,254,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1310,paul blart mall cop 2,38000000,41.258487,107597242,94.0,5.0,567,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1311,angel eyes,53000000,6.4546339999999995,29700000,102.0,5.6,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1312,joe somebody,38000000,5.257009,0,99.0,5.5,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,the ninth gate,38000000,30.359164,58401898,133.0,6.3,756,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1314,extreme measures,38000000,3.4265550000000005,17380126,118.0,5.7,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1315,rock star,57000000,11.60815,16991902,105.0,6.0,190,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1316,precious,10000000,18.664624,47536959,110.0,6.9,417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,white squall,38000000,10.047578999999999,10300000,129.0,6.3,86,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,the thing,15000000,52.731379000000004,19629760,109.0,7.8,1588,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1319,riddick,38000000,46.630062,98337295,119.0,6.2,2035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1320,switchback,37000000,4.131546,6482195,118.0,5.8,52,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
